"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
20,545,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with parked cars and oncoming traffic.","A red car cuts in from the right lane ahead of the ego-car."
21,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a pedestrian crossing the road ahead.","No incident observed; pedestrian safely crosses without conflict."
22,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car through a wide intersection with green traffic lights.","No anomaly observed; traffic flows normally through the intersection."
23,81,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,1,0,"Ego-car follows a van at an intersection with pedestrians crossing.","A blue truck loses cargo at the intersection, causing debris to spill."
24,267,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,2,"Ego-car follows a white van on a wet city road with multiple lanes.","A pedestrian falls from a motorcycle on the right side of the road."
25,393,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection with green traffic lights and multiple vehicles ahead.","A vehicle cuts in from the left lane into ego-car's path at intersection."
26,313,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with construction equipment visible on the right.","Construction lights create glare and obscure visibility ahead."
27,161,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"Ego-car follows white SUV on city road with moderate traffic and motorcycles.","Motorcycle collides with white SUV ahead, causing rider to fall on road."
28,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through a residential neighborhood with parked vehicles and streetlights.","No incident observed; continuous driving through a quiet residential area."
29,125,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car follows a truck on a multi-lane bridge with moderate traffic.","A long object detaches from the truck and flies toward the ego-car."
30,149,0,"0. No Crash",0,"animal on the road",0,5,0,0,"Ego-car drives on a rural road with clear lanes and distant vehicles.","Wild boars enter the road from both sides, forcing the ego-car to slow down."
31,99,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with green traffic lights and clear crosswalks.","Traffic lights turn red as ego-car proceeds through the intersection."
32,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a rural road with clear lanes and no visible hazards.","No incident observed in the provided frames; road remains clear."
33,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with light traffic and clear lanes.","No incident observed in the provided frames."
34,30,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a residential road with parked vehicles and a pedestrian on the sidewalk.","A child in red runs into the road from the right sidewalk toward the ego-car."
35,57,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a multi-lane road at night with oncoming traffic.","A deer runs onto the road ahead, causing the ego-car to slow down."
36,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car approaches a pedestrian crossing the road ahead with oncoming traffic visible.","A pedestrian walks into the road and collides with the ego-car."
37,425,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection with green traffic lights and multiple vehicles.","A large truck turns left across lanes, cutting in front of ego-car."
38,111,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a truck on a multi-lane road with clear visibility.","Truck ahead emits large dust cloud reducing visibility and covering lanes."
39,33,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"Ego-car drives under an overpass with parked cars and a motorcycle ahead.","A motorcycle falls near a parked SUV at the intersection."
40,103,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with clear lane markings and distant lights.","A sudden smoke or fog surge ahead severely reduces visibility for the ego-car."
41,77,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,2,"Ego-car approaches intersection with taxi ahead and cross traffic visible.","A motorcycle enters the intersection and collides with a turning vehicle."
42,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a black sedan on a multi-lane highway with green signs.","No incident observed; traffic flows normally with no visible hazards."
43,137,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,3,"Ego-car follows red car and trucks on wet multi-lane road.","Red car swerves right, collides with cyclist ahead on the road."
44,163,0,"0. No Crash",0,"animal on the road",0,15,0,0,"Ego-car approaches a group of geese crossing the road ahead.","Geese cross the road in front of the ego-car causing a traffic hazard."
45,53,0,"0. No Crash",0,"bicycle on road",1,0,0,1,"Ego-car follows a truck in a tunnel with a cyclist ahead on the right.","Cyclist loses balance and falls onto the tunnel wall."
46,17,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a tree-lined road with no visible traffic.","A small animal crosses the road ahead, causing potential evasive action."
47,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red light at an intersection with crosswalk.","No anomaly or incident visible in the provided frames."
48,65,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car waits at red light with vehicles lined up ahead.","A tricycle cuts in front of ego-car causing a collision."
49,105,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a wet highway with no visible traffic ahead.","A moose runs from the right roadside across the ego-car's lane."
50,73,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car approaches intersection with green traffic lights and vehicles ahead.","A skateboard enters the road from the right sidewalk and rolls into traffic."
51,99,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches intersection with pedestrian starting to cross ahead.","Pedestrian enters crosswalk directly in front of ego-car causing near-miss."
52,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a pickup truck at an intersection with green traffic lights.","No incident observed in the provided frames; traffic proceeds normally."
53,25,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows two trucks on a multi-lane highway with clear lanes.","A white SUV merges right too closely, cutting in front of a truck."
54,177,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Bicyclist stops at intersection while ego-car approaches slowly.","Bicyclist enters intersection without stopping, risking collision with ego-car."
55,133,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"Ego-car approaches an intersection with bicycles and vehicles under green traffic light.","A bicycle cuts in front of another bicycle, causing a collision."
56,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a clear city road with scattered clouds and light traffic.","No incident observed; road conditions remain stable across all frames."
57,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives straight on a dark road with visible streetlights and a stop sign ahead.","No incident observed; road appears clear with normal driving conditions."
58,147,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane road with several vehicles ahead at night.","A large truck merges from the left and cuts in front of the ego-car."
59,193,0,"0. No Crash",0,"animal on the road",0,4,0,0,"Ego-car approaches a road with four animals ahead in the lane.","Animals cross the road causing potential collision hazard for the ego-car."
60,93,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car follows a car and a truck on a multi-lane road with a pedestrian on the left.","A pedestrian walks into the road from the left, causing the ego-car to swerve right."
61,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road at night with clear lanes ahead.","No incident observed in the provided frames."
62,211,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car drives on a city road with parked cars and moderate traffic.","A bicycle crosses the road from the right and collides with the ego-car."
63,313,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with a white car parked left.","A cow walks onto the road near a parked white car."
64,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked cars and oncoming traffic.","No incident visible in the provided frames; traffic flows normally."
65,223,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,2,"Ego-car drives on a city road with multiple vehicles and a motorcycle approaching.","A pedestrian suddenly crosses the road and collides with another vehicle."
66,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and red lights ahead.","No incident observed in the provided frames."
67,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked vehicles and clear lanes ahead.","No incident observed; traffic and road conditions remain stable across frames."
68,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car waits at an intersection with pedestrians crossing and traffic lights.","No incident observed; normal traffic flow with pedestrians and vehicles at intersection."
69,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with pedestrians crossing and a truck turning right.","No incident observed; normal traffic and pedestrian movement at intersection."
70,183,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car follows a white sedan under an overpass with pedestrians on the right.","White sedan cuts left abruptly causing a near-miss with ego-car."
71,131,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,1,"Ego-car approaches intersection with traffic cones and oncoming white car turning left.","A pedestrian pushes a pram straight into the road without looking."
72,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white car at a green-lit intersection with crosswalks.","No incident observed; traffic proceeds normally through the intersection."
73,123,0,"0. No Crash",0,"animal on the road",0,2,0,0,"Ego-car drives on a highway with clear lanes and overhead signs.","Wild boars enter the highway lanes ahead of the ego-car."
74,33,1,"1. Ego-car collided but did not stop",1,"ego-car hit an animal",0,1,0,0,"Ego-car drives on a rural road with houses and parked vehicles on the left.","A large bird flies low across the road and collides with the ego-car."
75,57,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway under an overpass with multiple vehicles ahead.","A tire detaches from a vehicle and rolls into the highway lane."
76,145,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a car and a truck on a wet multi-lane road.","The car ahead brakes suddenly and collides with the truck in front."
77,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with streetlights and distant traffic lights.","No anomaly or incident visible in the provided frames."
78,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with clear skies and green trees.","No incident observed; continuous highway driving with no anomalies."
79,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with light traffic ahead.","No incident observed in the provided frames; normal driving continues."
80,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with a red truck ahead and a car on the left.","No incident observed in the provided frames; traffic flows normally."
81,23,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches intersection with crosswalk and oncoming vehicles turning left.","A small animal is on the crosswalk as vehicles navigate the intersection."
82,46,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car follows multiple vehicles on a multi-lane highway under clear skies.","A bird flies across the road and collides with the ego-car."
83,295,0,"0. No Crash",0,"ego-car loses control",0,0,0,0,"Ego-car approaches an intersection with green traffic lights and moderate traffic ahead.","Ego-car loses control and veers upward, causing the camera to tilt sharply."
84,383,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",2,0,0,1,"Ego-car approaches intersection with white car and motorcycles ahead.","White car turns right without yielding and collides with motorcycle."
85,377,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"Ego-car drives on a city road with parked cars and oncoming traffic.","A vehicle cuts in from the left, forcing the ego-car to swerve."
86,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car ahead on a dark residential road with streetlights.","No incident observed; traffic proceeds normally through the sequence."
87,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with light traffic and clear skies.","No incident observed; traffic flows normally with no visible hazards."
88,213,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car follows a tractor carrying a hay bale on a rural road.","The tractor's hay bale shifts and falls onto the road surface."
89,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with trucks ahead and buildings on both sides.","No incident observed; traffic flows normally with no visible hazards or anomalies."
90,261,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a city road with a UPS truck parked right.","An NYPD van makes an illegal left turn across oncoming traffic lanes."
91,229,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car approaches a red motorcycle parked on the right roadside.","A red motorcycle tips over from the roadside into ego-car's path."
92,147,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car follows a bus and a car on a city road with shops right.","A scooter falls on the road ahead, creating a hazard for following vehicles."
93,298,0,"0. No Crash",0,"animal on the road",0,0,0,0,"Ego-car drives on a road with trees and light fog ahead.","A sudden smoke or fog surge reduces visibility causing potential hazard."
94,103,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with buses and cars in both lanes.","A pedestrian crosses the road ahead without using a crosswalk, causing near-miss."
95,63,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches a crosswalk with no visible hazards ahead.","A bird enters the crosswalk ahead, creating a potential hazard."
96,267,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with multiple lanes and moderate traffic ahead.","A car cuts in from the left lane, causing abrupt braking by the ego-car."
97,153,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a blue truck under an overpass with construction barriers.","A van stops abruptly on the right, forcing ego-car to swerve left."
98,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches a narrow bridge with a motorcycle ahead on the road.","No incident observed; motorcycle continues normally on the bridge."
99,93,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with multiple vehicles ahead.","A white sedan cuts in from the right and merges into the ego-car's lane."
100,83,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches intersection with crosswalk and pedestrian signs.","A dog enters the crosswalk ahead of the ego-car."
101,223,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a large truck on a multi-lane road with oncoming traffic.","An oncoming car cuts in front of the truck, causing a collision."
102,63,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a dark highway with clear lanes ahead.","A deer stands in the highway lane, blocking the ego-car's path."
103,1,0,"0. No Crash",1,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches intersection with pedestrian waiting to cross on the right.","Ego-car runs red light while pedestrian waits to cross at intersection."
104,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with multiple vehicles and pedestrians.","No incident observed in the provided frames."
105,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with multiple lanes and light traffic.","No incident observed in the provided frames."
106,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car travels on a multi-lane highway with moderate traffic ahead.","No incident observed; traffic flows normally across all frames."
107,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car is stationary on a highway with vehicles moving left and ahead.","No incident observed; traffic flows normally with no anomalies detected."
108,222,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car stops at intersection with crosswalk and oncoming traffic.","A truck turns right and collides with a blue vehicle."
109,182,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,2,2,"Ego-car approaches intersection with pedestrians crossing and traffic lights red.","A pedestrian falls on the crosswalk while others walk ahead normally."
110,263,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on highway beside a large truck with green barriers left.","Truck moves left toward ego-car, causing near-miss collision on highway."
111,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with pedestrian waiting on right sidewalk.","No incident observed; pedestrian crosses safely during red light."
112,85,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white SUV in heavy urban traffic with multiple lanes.","A white pickup truck cuts in from the right, forcing the white SUV to brake and swerve left."
113,133,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car drives on a multi-lane road with vehicles ahead and a van on the left.","A tire detaches from the van on the left and rolls into the ego-car's lane."
114,51,0,"0. No Crash",0,"animal on the road",0,1,1,0,"Ego-car approaches intersection with green traffic light and pedestrians on sidewalk.","A dog runs into the road from the sidewalk causing a near-miss."
115,133,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car travels under an overpass with construction barrels on the left.","A large plastic sheet blows onto the road and strikes the ego-car's windshield."
116,113,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Bicycles and motorcycles move through an intersection with green traffic light.","A bicycle falls on the road at the intersection causing a hazard."
117,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with a truck ahead and no visible hazards.","No incident observed in the provided frames; road appears clear with normal traffic flow."
118,1,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane road with trucks ahead and a white car on the right.","A white car on the right suddenly moves left across lanes without signaling."
119,123,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a city road with multiple lanes of heavy traffic.","A yellow taxi cuts left across lanes, forcing a silver car to brake."
120,183,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with light traffic and clear visibility.","A silver car cuts in from the left lane and merges abruptly."
121,89,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through a narrow curved road with no visible traffic.","Debris appears ahead on the road as the ego-car approaches an open area."
122,259,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,1,"Ego-car approaches a red truck driving normally ahead in the same lane.","The red truck's cargo shifts left and overturns onto the road."
123,377,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows dark sedan at intersection with multiple vehicles stopped.","White SUV cuts left across lanes, encroaching into ego-car's path."
124,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked vehicles and light traffic ahead.","No incident observed; normal driving conditions throughout the frames."
125,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Trucks and a motorcycle remain stationary in a dimly lit industrial yard.","No incident observed; all vehicles and objects remain stationary across frames."
126,145,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a van and motorcycles ahead.","A red truck cuts in from the right and collides with another vehicle."
127,305,0,"0. No Crash",0,"ego-car loses control",0,0,0,0,"Ego-car drives on a snowy road with clear visibility and no traffic ahead.","Ego-car drifts left, hitting snowbank, causing snow spray across the windshield."
128,208,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car approaches intersection with bicycle ahead and oncoming traffic visible.","Bicycle rider loses balance and falls onto ego-car's hood at intersection."
129,95,0,"0. No Crash",0,"scooter on the road",1,0,1,2,"Ego-car approaches a child on a scooter near the sidewalk.","A child rides a scooter into the road from the sidewalk."
130,347,0,"0. No Crash",0,"animal on the road",0,0,2,0,"Ego-car approaches an intersection with a pedestrian standing ahead on the road.","A pedestrian runs into the road, causing a person to fall and another to rush over."
131,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with red traffic light and green for cross traffic.","No incident observed; traffic flows normally through the intersection."
132,212,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,2,"Ego-car approaches a cyclist and a motorcyclist on a city road.","A motorcyclist collides with a cyclist turning left across the lane."
133,211,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car travels on a dirt road beside a grassy embankment.","Debris flies into the air ahead of the ego-car on the dirt road."
134,153,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car approaches crosswalk with two pedestrians standing ahead on the road.","A pedestrian holding a box walks into the ego-car's path at crosswalk."
135,410,0,"0. No Crash",0,"scooter on the road",2,0,0,2,"Ego-car follows a motorcycle on a rural road with open fields.","A motorcycle with three riders enters from the right and merges into the lane."
136,185,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with oncoming traffic and roadside trees.","A crack in the road surface causes a sudden hazard for the ego-car."
137,193,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"pedestrian on the road",0,0,1,2,"Ego-car drives under an overpass with moderate traffic and a pedestrian on a cart ahead.","A pedestrian on a cart loses balance and falls into the lane as vehicles approach."
138,123,0,"0. No Crash",0,"unknown",0,0,0,1,"A black SUV drives through an intersection with green traffic lights.","A fallen tree blocks the intersection, causing traffic disruption."
139,253,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car hits barrier",0,0,0,1,"Ego-car travels on a highway with a white car ahead in the same lane.","The white car collides with the guardrail and spins, causing front-end damage."
140,41,0,"0. No Crash",0,"bicycle on road",2,0,0,0,"Ego-car approaches an overpass with cyclists riding ahead in both lanes.","A cyclist performs a wheelie, loses control, and falls into the lane."
141,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car approaches a black SUV parked near a crosswalk with pedestrians nearby.","The black SUV reverses toward the ego-car without yielding, causing a collision."
142,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a dark road with distant lights and traffic ahead.","No incident observed in the sequence; normal driving conditions continue."
143,91,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"Ego-car approaches a busy urban intersection with multiple lanes and parked vehicles.","A vehicle cuts in from the left lane causing sudden braking and congestion."
144,73,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car follows a white car ahead on a two-lane road with a truck parked on the right.","A sudden dust cloud erupts from the roadside, obscuring the road and visibility."
145,183,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car follows a truck ahead with a motorcycle to the right on a city road.","The truck collides with a motorcycle on the right side of the road."
146,273,0,"0. No Crash",0,"animal on the road",0,2,0,0,"Ego-car approaches an intersection with oncoming traffic and two dogs on the road.","Two dogs cross the road amid oncoming traffic causing evasive maneuvers."
147,45,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with multiple vehicles ahead in lanes.","Debris falls from a truck onto the highway lane ahead."
148,189,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,2,"Ego-car approaches intersection under overpass with green traffic light ahead.","Pedestrian crosses against red light and collides with turning vehicle."
149,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a clear city road with light traffic and no visible hazards.","No incident observed; road conditions remain stable across all frames."
150,201,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a vehicle at an intersection with green traffic lights.","A vehicle suddenly turns left across lanes causing traffic disruption."
151,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a red truck and stationary vehicles ahead.","No incident observed; all vehicles remain stationary at the intersection."
152,213,1,"2. Ego-car collided and could not continue moving",1,"ego-car loses control",0,0,0,0,"Ego-car approaches a right curve on a rural road with a blue sign.","Ego-car loses control and veers off-road into dense vegetation."
153,103,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car drives on a snowy city road with moderate traffic ahead.","A detached tire rolls from the left lane toward the ego-car."
